date,home_team,away_team,home_form,away_form,home_avg_goals_for,away_avg_goals_for,home_avg_goals_against,away_avg_goals_against,home_win_pct,away_win_pct,home_clean_sheet_pct,away_clean_sheet_pct,home_wc_experience,away_wc_experience,h2h_home_strength,elo_diff,fifa_rank_diff,outcome
2021-03-01,Colombia,Italy,0.7333333333333333,0.7333333333333333,2.1,0.8,1.3,0.8,0.5,0.4166666666666667,0.1,0.4,0.1,0.1,0.5,-25.59999999999991,-3.0,0
2021-03-02,Saudi Arabia,Portugal,0.13333333333333333,0.6666666666666666,0.9,1.9,1.3,1.1,0.21739130434782608,0.6578947368421053,0.1,0.3,0.1,0.1,0.5,-357.20000000000005,-30.0,2
2021-03-03,Belgium,Panama,0.6,0.26666666666666666,2.1,2.0,1.0,2.2,0.5151515151515151,0.2222222222222222,0.4,0.0,0.1,0.1,0.5,330.9000000000001,28.0,0
2021-03-04,Senegal,Turkey,0.4666666666666667,0.06666666666666667,2.2,1.4,2.7,2.4,0.35714285714285715,0.13333333333333333,0.0,0.3,0.1,0.1,0.5,134.0,21.0,2
2021-03-05,Austria,Senegal,0.6,0.4666666666666667,1.6,2.0,1.7,2.5,0.55,0.3448275862068966,0.1,0.0,0.1,0.1,0.5,-22.40000000000009,-2.0,2
2021-03-06,Wales,Jamaica,0.26666666666666666,0.0,2.0,1.0,2.2,2.1,0.2553191489361702,0.22857142857142856,0.0,0.0,0.1,0.1,0.5,150.0,15.0,2
2021-03-07,Jamaica,Nigeria,0.2,0.5333333333333333,1.2,2.1,2.1,1.9,0.25,0.3333333333333333,0.0,0.1,0.1,0.1,0.5,-114.90000000000009,-13.0,0
2021-03-08,Algeria,Poland,0.2,0.3333333333333333,1.9,1.5,2.4,1.3,0.3611111111111111,0.375,0.2,0.3,0.1,0.1,0.5,-77.40000000000009,-10.0,0
2021-03-09,Iran,Jordan,0.5333333333333333,0.3333333333333333,2.0,1.0,1.6,2.5,0.2857142857142857,0.17647058823529413,0.4,0.0,0.1,0.1,0.5,200.20000000000005,15.0,0
2021-03-10,Cape Verde,Australia,0.0,0.4666666666666667,1.6,1.4,2.5,1.7,0.1935483870967742,0.24242424242424243,0.0,0.1,0.1,0.1,0.5,-188.79999999999995,-18.0,2
2021-03-11,Chile,Costa Rica,0.4,0.06666666666666667,2.2,0.9,1.9,2.1,0.25,0.14285714285714285,0.0,0.1,0.1,0.1,0.6666666666666666,16.59999999999991,-1.0,2
2021-03-11,England,Uzbekistan,0.8666666666666667,0.2,2.1,1.4,0.5,1.6,0.675,0.3611111111111111,0.5,0.1,0.1,0.1,0.5,479.10000000000014,40.0,1
2021-03-12,Italy,England,0.5333333333333333,0.7333333333333333,1.0,2.1,1.0,0.6,0.40540540540540543,0.6585365853658537,0.4,0.5,0.1,0.1,0.5,-147.9000000000001,-6.0,2
2021-03-13,Jamaica,Portugal,0.4,0.8,1.2,1.9,2.1,1.1,0.2702702702702703,0.6666666666666666,0.0,0.3,0.1,0.1,0.5,-449.20000000000005,-41.0,0
2021-03-14,Italy,Panama,0.4666666666666667,0.26666666666666666,1.1,2.1,1.2,2.3,0.39473684210526316,0.21621621621621623,0.3,0.0,0.1,0.1,0.5,242.5,26.0,0
2021-03-15,Poland,Algeria,0.26666666666666666,0.4,1.3,1.6,1.4,1.9,0.36363636363636365,0.3783783783783784,0.2,0.3,0.1,0.1,0.5,77.40000000000009,10.0,1
2021-03-16,Nigeria,Canada,0.4666666666666667,0.26666666666666666,2.0,1.6,2.0,1.9,0.32558139534883723,0.2558139534883721,0.1,0.1,0.1,0.1,0.5,-20.299999999999955,-6.0,0
2021-03-17,Belgium,Costa Rica,0.6,0.26666666666666666,2.2,1.0,1.1,2.0,0.5294117647058824,0.16279069767441862,0.3,0.1,0.1,0.1,0.5,343.9000000000001,30.0,0
2021-03-18,Curacao,New Zealand,0.26666666666666666,0.4666666666666667,1.2,1.8,1.9,2.2,0.1388888888888889,0.20588235294117646,0.2,0.1,0.1,0.1,0.5,-13.200000000000045,-2.0,1
2021-03-19,Cape Verde,Costa Rica,0.0,0.26666666666666666,1.7,0.9,2.6,1.9,0.1875,0.1590909090909091,0.0,0.1,0.1,0.1,0.5,-109.70000000000005,-10.0,1
2021-03-20,Peru,Nigeria,0.8666666666666667,0.6,2.0,1.9,1.9,1.8,0.3333333333333333,0.3409090909090909,0.2,0.2,0.1,0.1,0.5,-11.400000000000091,-7.0,0
2021-03-20,Colombia,Qatar,0.8666666666666667,0.3333333333333333,2.2,1.9,1.4,2.3,0.5121951219512195,0.4,0.1,0.1,0.1,0.1,0.5,190.30000000000018,24.0,0
2021-03-21,Peru,Brazil,1.0,1.0,1.9,2.5,1.7,0.9,0.3548387096774194,0.7380952380952381,0.3,0.4,0.1,0.1,0.5,-372.20000000000005,-37.0,2
2021-03-22,Uzbekistan,Denmark,0.26666666666666666,0.5333333333333333,1.4,1.1,1.6,1.1,0.35135135135135137,0.4375,0.1,0.2,0.1,0.1,0.5,-294.79999999999995,-28.0,1
2021-03-23,Ecuador,Brazil,0.8,1.0,1.7,2.3,1.2,0.9,0.45714285714285713,0.7441860465116279,0.3,0.4,0.1,0.1,0.5,-277.5999999999999,-19.0,2
2021-03-24,Turkey,Colombia,0.26666666666666666,0.8666666666666667,1.6,2.4,2.3,1.4,0.16129032258064516,0.5238095238095238,0.3,0.1,0.1,0.1,0.5,-224.70000000000005,-29.0,0
2021-03-25,Nigeria,Algeria,0.4,0.4666666666666667,1.8,1.6,1.7,1.7,0.3333333333333333,0.3684210526315789,0.2,0.4,0.1,0.1,0.5,12.0,1.0,1
2021-03-26,United States,Cape Verde,0.3333333333333333,0.06666666666666667,0.9,1.4,0.9,2.3,0.4473684210526316,0.18181818181818182,0.4,0.1,0.1,0.1,0.5,312.9000000000001,31.0,0
2021-03-27,Austria,Peru,0.6,0.8,1.8,1.6,1.9,1.4,0.5365853658536586,0.34375,0.1,0.3,0.1,0.1,0.5,86.70000000000005,17.0,2
2021-03-28,Brazil,Serbia,1.0,0.13333333333333333,2.4,1.8,1.2,1.8,0.75,0.40625,0.3,0.0,0.1,0.1,0.5,292.0999999999999,23.0,0
2021-03-29,Tunisia,Portugal,0.6,0.8,1.3,2.2,1.2,1.6,0.3888888888888889,0.65,0.2,0.2,0.1,0.1,0.5,-346.29999999999995,-24.0,2
2021-03-29,Portugal,Spain,0.8,0.8666666666666667,2.1,2.8,1.3,1.5,0.6585365853658537,0.5483870967741935,0.3,0.2,0.1,0.1,0.5,-25.5,1.0,0
2021-03-30,Argentina,Colombia,0.8666666666666667,0.8,2.1,2.4,1.1,1.6,0.6363636363636364,0.5116279069767442,0.1,0.1,0.1,0.1,0.5,175.89999999999986,12.0,0
2021-03-31,Portugal,Uzbekistan,0.8,0.26666666666666666,2.2,1.1,1.4,1.4,0.6666666666666666,0.34210526315789475,0.3,0.1,0.1,0.1,0.5,451.5,39.0,0
2021-04-01,Spain,Morocco,0.8,0.6666666666666666,2.6,1.4,1.6,1.5,0.53125,0.2972972972972973,0.2,0.3,0.1,0.1,0.5,159.0,8.0,0
2021-04-02,Scotland,New Zealand,0.4,0.3333333333333333,1.6,1.7,2.4,2.0,0.20512820512820512,0.2,0.0,0.1,0.1,0.1,0.5,47.5,4.0,2
2021-04-03,Belgium,Colombia,0.6,0.6,2.1,2.3,0.9,1.6,0.5428571428571428,0.5,0.3,0.1,0.1,0.1,0.5,114.0,5.0,0
2021-04-04,Costa Rica,Algeria,0.26666666666666666,0.5333333333333333,0.8,1.6,1.7,1.6,0.15555555555555556,0.358974358974359,0.2,0.4,0.1,0.1,0.5,-29.5,-4.0,1
2021-04-05,Japan,Serbia,0.8,0.06666666666666667,2.4,1.9,1.7,2.0,0.4666666666666667,0.3939393939393939,0.1,0.0,0.1,0.1,0.5,44.700000000000045,8.0,2
2021-04-06,Wales,Chile,0.26666666666666666,0.2,1.7,2.0,2.1,1.9,0.25,0.24324324324324326,0.0,0.0,0.1,0.1,0.6666666666666666,60.0,8.0,2
2021-04-07,Germany,Peru,0.4666666666666667,0.8,1.6,1.7,1.8,1.3,0.5227272727272727,0.36363636363636365,0.3,0.3,0.1,0.1,0.5,217.80000000000018,31.0,0
2021-04-08,Switzerland,Costa Rica,0.06666666666666667,0.3333333333333333,1.3,1.0,2.1,2.0,0.4444444444444444,0.15217391304347827,0.1,0.1,0.1,0.1,0.6666666666666666,202.79999999999995,23.0,2
2021-04-08,Australia,Canada,0.6666666666666666,0.2,1.6,1.4,1.7,1.9,0.2647058823529412,0.25,0.1,0.1,0.1,0.1,0.5,17.299999999999955,-3.0,0
2021-04-09,Argentina,Portugal,0.8666666666666667,0.8,2.3,2.6,1.1,1.4,0.6470588235294118,0.6744186046511628,0.1,0.3,0.1,0.1,0.3333333333333333,30.0,4.0,1
2021-04-10,Jordan,United States,0.3333333333333333,0.5333333333333333,0.9,1.4,2.5,0.9,0.17142857142857143,0.46153846153846156,0.0,0.4,0.1,0.1,0.5,-298.9000000000001,-26.0,2
2021-04-11,Tunisia,Italy,0.4,0.4666666666666667,1.1,1.2,1.1,1.2,0.3783783783783784,0.41025641025641024,0.2,0.3,0.1,0.1,0.5,-226.0,-19.0,2
2021-04-12,Austria,Belgium,0.6,0.7333333333333333,2.0,2.0,2.1,0.8,0.5238095238095238,0.5555555555555556,0.1,0.4,0.1,0.1,0.5,-227.10000000000014,-15.0,2
2021-04-13,Canada,Ukraine,0.2,0.2,1.3,1.6,2.1,2.7,0.24444444444444444,0.28205128205128205,0.1,0.1,0.1,0.1,0.5,-62.600000000000136,-2.0,1
2021-04-14,Chile,Brazil,0.4,1.0,2.2,2.5,1.9,1.3,0.2631578947368421,0.7555555555555555,0.0,0.3,0.1,0.1,0.0,-385.70000000000005,-36.0,2
2021-04-15,Serbia,Costa Rica,0.2,0.5333333333333333,2.3,1.2,2.4,1.6,0.4117647058823529,0.1702127659574468,0.0,0.1,0.1,0.1,0.5,110.20000000000005,12.0,0
2021-04-16,Portugal,Italy,0.6666666666666666,0.4666666666666667,2.5,1.5,1.3,1.1,0.6590909090909091,0.425,0.3,0.3,0.1,0.1,0.5,120.29999999999995,5.0,0
2021-04-17,Nigeria,Australia,0.4666666666666667,0.8,1.8,1.9,1.8,1.6,0.32608695652173914,0.2857142857142857,0.1,0.2,0.1,0.1,0.5,-37.59999999999991,-3.0,1
2021-04-17,Argentina,Algeria,0.7333333333333333,0.6,2.1,1.9,1.1,1.8,0.6285714285714286,0.35,0.1,0.4,0.1,0.1,0.5,376.29999999999995,33.0,1
2021-04-18,Poland,Saudi Arabia,0.13333333333333333,0.13333333333333333,1.2,1.0,1.2,1.4,0.35294117647058826,0.2127659574468085,0.3,0.1,0.1,0.1,0.5,88.30000000000018,11.0,0
2021-04-19,Mexico,Netherlands,0.26666666666666666,0.6666666666666666,1.4,2.6,1.6,1.9,0.36666666666666664,0.7555555555555555,0.0,0.0,0.1,0.1,0.5,-127.29999999999995,-12.0,1
2021-04-20,Brazil,Qatar,1.0,0.26666666666666666,2.3,1.8,1.3,2.4,0.7608695652173914,0.3888888888888889,0.3,0.1,0.1,0.1,0.5,362.70000000000005,34.0,0
2021-04-21,Saudi Arabia,Iran,0.06666666666666667,0.6666666666666666,0.9,1.9,1.4,1.4,0.20833333333333334,0.3055555555555556,0.1,0.5,0.1,0.1,0.5,-85.90000000000009,-7.0,0
2021-04-22,Turkey,Ukraine,0.4666666666666667,0.06666666666666667,1.8,1.5,2.3,2.5,0.1875,0.275,0.3,0.1,0.1,0.1,0.5,-119.20000000000005,-17.0,1
2021-04-23,Peru,Costa Rica,0.6,0.3333333333333333,1.6,1.2,1.0,1.6,0.35294117647058826,0.16666666666666666,0.3,0.1,0.1,0.1,0.5,30.09999999999991,-2.0,2
2021-04-24,Mexico,Tunisia,0.13333333333333333,0.3333333333333333,1.4,1.2,1.5,1.3,0.3548387096774194,0.3684210526315789,0.0,0.2,0.1,0.1,0.5,177.5,10.0,1
2021-04-25,Panama,England,0.06666666666666667,0.8666666666666667,2.2,2.1,2.3,0.6,0.21052631578947367,0.6666666666666666,0.0,0.5,0.1,0.1,0.5,-390.4000000000001,-32.0,2
2021-04-26,Denmark,Mexico,0.5333333333333333,0.2,1.2,1.3,1.2,1.4,0.42424242424242425,0.34375,0.1,0.0,0.1,0.1,0.5,12.099999999999909,3.0,1
2021-04-26,Argentina,Uruguay,0.6,0.6,2.1,1.8,1.2,1.4,0.6111111111111112,0.43902439024390244,0.1,0.2,0.1,0.1,0.5,179.79999999999995,11.0,0
2021-04-27,Portugal,Scotland,0.8666666666666667,0.2,2.6,1.5,1.2,2.4,0.6666666666666666,0.2,0.3,0.0,0.1,0.1,0.5,412.29999999999995,36.0,0
2021-04-28,Tunisia,Egypt,0.3333333333333333,0.2,1.1,1.1,1.2,1.4,0.358974358974359,0.23529411764705882,0.2,0.1,0.1,0.1,0.5,-32.799999999999955,3.0,1
2021-04-29,New Zealand,Uruguay,0.4666666666666667,0.4,1.7,1.7,1.5,1.4,0.2222222222222222,0.42857142857142855,0.2,0.2,0.1,0.1,0.5,-310.0,-33.0,1
2021-04-30,Germany,Australia,0.6666666666666666,0.8666666666666667,1.5,1.9,1.5,1.4,0.5333333333333333,0.2777777777777778,0.4,0.2,0.1,0.1,0.5,168.80000000000018,21.0,1
2021-05-01,Jordan,Colombia,0.13333333333333333,0.4,0.8,1.9,2.2,1.7,0.16666666666666666,0.4888888888888889,0.0,0.1,0.1,0.1,0.0,-325.60000000000014,-30.0,2
2021-05-02,Portugal,Nigeria,0.8666666666666667,0.3333333333333333,2.7,1.9,1.1,1.8,0.6739130434782609,0.3191489361702128,0.4,0.1,0.1,0.1,0.5,334.29999999999995,28.0,0
2021-05-03,Denmark,Germany,0.4,0.5333333333333333,1.2,1.3,1.2,1.2,0.4117647058823529,0.5217391304347826,0.1,0.5,0.1,0.1,0.5,-28.800000000000182,-7.0,1
2021-05-04,Turkey,Peru,0.4666666666666667,0.4,1.8,1.5,2.2,1.2,0.18181818181818182,0.34285714285714286,0.3,0.2,0.1,0.1,0.5,-24.899999999999864,-2.0,1
2021-05-05,Peru,Spain,0.26666666666666666,0.8,1.3,2.8,1.0,1.4,0.3333333333333333,0.5454545454545454,0.3,0.3,0.1,0.1,0.75,-371.20000000000005,-34.0,2
2021-05-06,Tunisia,Egypt,0.3333333333333333,0.2,1.2,1.1,1.3,1.4,0.35,0.22857142857142856,0.1,0.1,0.1,0.1,0.75,-32.799999999999955,3.0,0
2021-05-06,Brazil,Argentina,1.0,0.7333333333333333,2.7,2.1,1.4,1.2,0.7659574468085106,0.6216216216216216,0.2,0.1,0.1,0.1,0.5,-3.5,-2.0,2
2021-05-07,Qatar,Mexico,0.2,0.26666666666666666,1.4,1.1,2.2,1.3,0.3783783783783784,0.3333333333333333,0.1,0.1,0.1,0.1,0.5,-167.4000000000001,-18.0,0
2021-05-08,Jamaica,Morocco,0.6,0.6666666666666666,1.7,1.3,2.2,1.8,0.2894736842105263,0.2894736842105263,0.0,0.3,0.1,0.1,0.5,-315.70000000000005,-32.0,2
2021-05-09,Jordan,Chile,0.06666666666666667,0.4,0.7,1.8,2.2,2.0,0.16216216216216217,0.2564102564102564,0.0,0.0,0.1,0.1,0.5,-112.29999999999995,-4.0,2
2021-05-10,Netherlands,Nigeria,0.5333333333333333,0.3333333333333333,2.5,1.6,1.9,1.6,0.7391304347826086,0.3125,0.0,0.1,0.1,0.1,0.8333333333333334,292.79999999999995,26.0,0
2021-05-11,Nigeria,Senegal,0.13333333333333333,0.6,1.6,2.1,1.9,2.4,0.30612244897959184,0.36666666666666664,0.1,0.0,0.1,0.1,0.5,-97.70000000000005,-12.0,2
2021-05-12,Croatia,Saudi Arabia,0.8666666666666667,0.26666666666666666,1.7,1.3,1.0,1.4,0.5483870967741935,0.22448979591836735,0.2,0.1,0.1,0.1,0.5,219.80000000000018,24.0,0
2021-05-13,Canada,Colombia,0.26666666666666666,0.4,1.3,1.9,2.0,1.5,0.2391304347826087,0.5,0.1,0.2,0.1,0.1,0.5,-168.10000000000014,-14.0,0
2021-05-14,Curacao,Morocco,0.3333333333333333,0.8,1.2,1.4,1.8,1.7,0.13513513513513514,0.3076923076923077,0.2,0.3,0.1,0.1,0.5,-339.5,-33.0,2
2021-05-15,South Korea,Denmark,0.26666666666666666,0.4,1.6,1.0,1.9,0.9,0.3783783783783784,0.4,0.1,0.2,0.1,0.1,0.5,-99.39999999999986,-4.0,2
2021-05-15,France,Japan,0.8666666666666667,0.6,2.0,2.6,1.0,1.9,0.5945945945945946,0.45161290322580644,0.3,0.1,0.1,0.1,0.5,251.39999999999986,16.0,2
2021-05-16,Netherlands,Austria,0.7333333333333333,0.4,2.5,1.9,1.7,2.2,0.7446808510638298,0.5116279069767442,0.0,0.1,0.1,0.1,0.75,217.5,16.0,0
2021-05-17,Croatia,Saudi Arabia,0.8666666666666667,0.26666666666666666,1.6,1.1,0.9,1.4,0.5625,0.22,0.3,0.1,0.1,0.1,0.6666666666666666,219.80000000000018,24.0,0
2021-05-18,Jamaica,Belgium,0.6,0.8666666666666667,1.7,2.0,2.2,0.7,0.28205128205128205,0.5675675675675675,0.0,0.4,0.1,0.1,0.5,-417.3000000000002,-38.0,2
2021-05-19,Poland,Jamaica,0.3333333333333333,0.6,1.2,1.7,1.2,2.5,0.37142857142857144,0.275,0.3,0.0,0.1,0.1,0.6666666666666666,180.30000000000018,22.0,0
2021-05-20,Iran,Curacao,0.4666666666666667,0.3333333333333333,1.6,1.3,1.6,1.9,0.2972972972972973,0.13157894736842105,0.5,0.2,0.1,0.1,0.5,201.70000000000005,19.0,0
2021-05-21,Uzbekistan,Japan,0.2,0.6,0.7,2.8,1.5,2.1,0.3333333333333333,0.46875,0.1,0.1,0.1,0.1,1.0,-230.60000000000014,-26.0,2
2021-05-22,Panama,Serbia,0.0,0.4,1.8,2.3,2.6,2.3,0.20512820512820512,0.42857142857142855,0.0,0.1,0.1,0.1,0.5,-97.20000000000005,-10.0,1
2021-05-23,Ukraine,Egypt,0.13333333333333333,0.2,1.3,1.1,2.2,1.5,0.2682926829268293,0.2222222222222222,0.1,0.1,0.1,0.1,0.5,62.100000000000136,7.0,0
2021-05-24,United States,Chile,0.6666666666666666,0.6,1.5,2.0,0.7,1.9,0.475,0.275,0.5,0.1,0.1,0.1,0.5,186.60000000000014,22.0,2
2021-05-24,France,Wales,0.6666666666666666,0.26666666666666666,2.0,1.8,1.2,2.3,0.5789473684210527,0.24489795918367346,0.3,0.0,0.1,0.1,0.5,329.70000000000005,29.0,0
2021-05-25,Senegal,Panama,0.8,0.06666666666666667,1.8,1.6,2.1,2.5,0.3870967741935484,0.2,0.0,0.0,0.1,0.1,0.5,126.20000000000005,15.0,1
2021-05-26,Uzbekistan,Qatar,0.13333333333333333,0.2,1.0,1.6,1.8,2.1,0.325,0.39473684210526316,0.1,0.1,0.1,0.1,0.5,-115.29999999999995,-7.0,2
2021-05-27,Belgium,Turkey,1.0,0.5333333333333333,2.5,1.7,0.6,2.2,0.5789473684210527,0.17647058823529413,0.4,0.3,0.1,0.1,0.5,338.70000000000005,34.0,0
2021-05-28,Spain,Curacao,0.8,0.13333333333333333,2.6,1.4,1.2,2.2,0.5588235294117647,0.1282051282051282,0.4,0.1,0.1,0.1,0.5,498.5,41.0,0
2021-05-29,Panama,Belgium,0.13333333333333333,1.0,1.7,2.1,2.7,0.5,0.1951219512195122,0.5897435897435898,0.0,0.5,0.1,0.1,0.0,-330.9000000000001,-28.0,2
2021-05-30,Algeria,Saudi Arabia,0.4666666666666667,0.2,2.0,1.4,2.0,1.9,0.34146341463414637,0.21568627450980393,0.3,0.1,0.1,0.1,0.5,10.900000000000091,1.0,0
2021-05-31,Ukraine,Switzerland,0.3333333333333333,0.06666666666666667,1.3,1.4,2.2,2.2,0.2857142857142857,0.43478260869565216,0.1,0.1,0.1,0.1,0.5,-78.39999999999986,-10.0,0
2021-06-01,Jamaica,Jordan,0.4,0.06666666666666667,1.8,0.6,2.6,2.3,0.2682926829268293,0.15789473684210525,0.0,0.0,0.1,0.1,0.5,22.299999999999955,-3.0,1
2021-06-02,Netherlands,Peru,0.7333333333333333,0.26666666666666666,2.5,1.2,1.5,1.1,0.75,0.32432432432432434,0.1,0.2,0.1,0.1,0.5,304.20000000000005,33.0,2
2021-06-03,Jamaica,Nigeria,0.26666666666666666,0.13333333333333333,1.7,1.3,2.4,1.8,0.2619047619047619,0.3,0.0,0.1,0.1,0.1,1.0,-114.90000000000009,-13.0,2
2021-06-03,Portugal,New Zealand,0.8666666666666667,0.3333333333333333,2.7,1.5,1.1,1.4,0.6808510638297872,0.21621621621621623,0.4,0.2,0.1,0.1,0.5,459.79999999999995,40.0,0
2021-06-04,Uzbekistan,South Korea,0.13333333333333333,0.26666666666666666,1.0,1.4,1.8,1.7,0.3170731707317073,0.3684210526315789,0.1,0.1,0.1,0.1,0.5,-195.4000000000001,-24.0,1
2021-06-05,Algeria,Canada,0.4666666666666667,0.4666666666666667,1.8,1.3,1.6,1.9,0.35714285714285715,0.2553191489361702,0.3,0.2,0.1,0.1,0.5,-32.299999999999955,-7.0,0
2021-06-06,Australia,Croatia,0.7333333333333333,0.8666666666666667,1.9,2.1,1.3,1.4,0.2702702702702703,0.5757575757575758,0.3,0.2,0.1,0.1,0.5,-159.30000000000018,-19.0,2
2021-06-07,Cape Verde,Iran,0.06666666666666667,0.4666666666666667,1.3,1.9,2.7,1.8,0.17647058823529413,0.3157894736842105,0.1,0.4,0.1,0.1,0.5,-214.20000000000005,-20.0,0
2021-06-08,Croatia,Turkey,0.8666666666666667,0.5333333333333333,2.5,1.7,1.7,2.3,0.5882352941176471,0.17142857142857143,0.2,0.2,0.1,0.1,1.0,233.20000000000005,31.0,0
2021-06-09,Denmark,Senegal,0.4,0.6666666666666666,1.0,1.9,0.8,2.2,0.4166666666666667,0.375,0.3,0.0,0.1,0.1,0.5,79.89999999999986,5.0,2
2021-06-10,Uruguay,Ecuador,0.26666666666666666,0.6,1.8,1.6,1.5,1.3,0.4186046511627907,0.4444444444444444,0.1,0.3,0.1,0.1,0.5,101.29999999999995,10.0,2
2021-06-11,Ukraine,Cape Verde,0.5333333333333333,0.26666666666666666,1.5,1.4,2.0,2.8,0.3023255813953488,0.2,0.1,0.1,0.1,0.1,0.0,234.10000000000014,23.0,0
2021-06-12,Peru,Italy,0.26666666666666666,0.4,1.3,1.5,1.2,1.2,0.34210526315789475,0.4146341463414634,0.2,0.3,0.1,0.1,0.5,-225.4000000000001,-30.0,1
2021-06-12,Turkey,Peru,0.3333333333333333,0.3333333333333333,1.8,1.2,2.1,1.2,0.16666666666666666,0.3333333333333333,0.2,0.2,0.1,0.1,0.5,-24.899999999999864,-2.0,1
2021-06-13,Italy,Iran,0.4666666666666667,0.4,1.6,1.9,1.4,2.1,0.40476190476190477,0.3076923076923077,0.2,0.3,0.1,0.1,0.5,151.0,18.0,0
2021-06-14,New Zealand,Wales,0.3333333333333333,0.06666666666666667,1.5,1.8,1.5,2.4,0.21052631578947367,0.24,0.2,0.0,0.1,0.1,0.5,-160.5999999999999,-14.0,2
2021-06-15,Wales,Brazil,0.26666666666666666,0.8,2.1,2.5,2.3,1.4,0.2549019607843137,0.75,0.1,0.2,0.1,0.1,0.0,-325.70000000000005,-28.0,2
2021-06-16,England,Chile,0.8666666666666667,0.6,2.3,2.0,0.5,1.8,0.6744186046511628,0.2926829268292683,0.6,0.1,0.1,0.1,0.5,386.8000000000002,35.0,0
2021-06-17,Senegal,Poland,0.6666666666666666,0.5333333333333333,2.1,1.3,2.2,1.1,0.3939393939393939,0.3888888888888889,0.0,0.3,0.1,0.1,0.5,32.299999999999955,3.0,0
2021-06-18,Japan,Jordan,0.6,0.06666666666666667,3.0,0.7,2.3,2.0,0.48484848484848486,0.15384615384615385,0.1,0.0,0.1,0.1,0.5,250.60000000000014,25.0,2
2021-06-19,Senegal,Nigeria,0.8666666666666667,0.26666666666666666,2.2,1.3,1.8,1.6,0.4117647058823529,0.3137254901960784,0.1,0.1,0.1,0.1,1.0,97.70000000000005,12.0,2
2021-06-20,Panama,New Zealand,0.13333333333333333,0.3333333333333333,1.5,1.3,2.3,1.6,0.19047619047619047,0.20512820512820512,0.0,0.2,0.1,0.1,0.5,97.0,9.0,0
2021-06-21,Belgium,United States,1.0,0.6666666666666666,1.7,1.6,0.5,1.0,0.6,0.4634146341463415,0.5,0.4,0.1,0.1,0.5,140.70000000000005,9.0,2
2021-06-21,Ukraine,Egypt,0.7333333333333333,0.2,1.7,1.0,1.9,1.7,0.3181818181818182,0.21621621621621623,0.2,0.1,0.1,0.1,0.5,62.100000000000136,7.0,1
2021-06-22,Jordan,Japan,0.26666666666666666,0.6,0.8,2.9,1.7,2.5,0.175,0.47058823529411764,0.0,0.0,0.1,0.1,0.5,-250.60000000000014,-25.0,2
2021-06-23,Uzbekistan,Saudi Arabia,0.13333333333333333,0.2,1.0,1.4,1.7,1.9,0.30952380952380953,0.21153846153846154,0.2,0.1,0.1,0.1,0.75,-94.29999999999995,-9.0,0
2021-06-24,Curacao,Morocco,0.06666666666666667,0.8,1.3,1.6,2.2,1.8,0.125,0.325,0.1,0.2,0.1,0.1,0.25,-339.5,-33.0,2
2021-06-25,France,Australia,0.6666666666666666,0.5333333333333333,2.3,2.0,1.4,1.6,0.5897435897435898,0.2631578947368421,0.2,0.3,0.1,0.1,0.625,327.20000000000005,28.0,0
2021-06-26,Germany,Chile,0.6,0.6,1.0,2.0,1.0,2.0,0.5106382978723404,0.2857142857142857,0.6,0.1,0.1,0.1,0.5,231.30000000000018,30.0,0
2021-06-27,Australia,Croatia,0.3333333333333333,1.0,1.9,2.6,1.5,1.8,0.2564102564102564,0.6,0.3,0.2,0.1,0.1,0.5,-159.30000000000018,-19.0,1
2021-06-28,France,Nigeria,0.6666666666666666,0.4,2.2,1.3,1.3,1.6,0.6,0.3269230769230769,0.3,0.1,0.1,0.1,0.5,364.79999999999995,31.0,1
2021-06-29,Portugal,Costa Rica,0.8666666666666667,0.5333333333333333,2.5,1.4,1.2,1.5,0.6875,0.1836734693877551,0.3,0.1,0.1,0.1,1.0,375.79999999999995,33.0,0
2021-06-30,Uzbekistan,Cape Verde,0.26666666666666666,0.26666666666666666,1.2,1.3,1.8,2.5,0.32558139534883723,0.19444444444444445,0.2,0.1,0.1,0.1,0.5,34.0,4.0,0
2021-06-30,Japan,Scotland,0.6,0.2,2.9,1.5,2.5,2.4,0.4857142857142857,0.1951219512195122,0.0,0.0,0.1,0.1,1.0,191.4000000000001,23.0,0
2021-07-01,Turkey,Canada,0.2,0.26666666666666666,1.8,1.3,2.0,2.0,0.16216216216216217,0.25,0.2,0.2,0.1,0.1,0.5,-56.59999999999991,-15.0,0
2021-07-02,South Korea,Portugal,0.3333333333333333,1.0,1.3,2.5,1.5,1.2,0.358974358974359,0.6938775510204082,0.2,0.3,0.1,0.1,0.5,-256.0999999999999,-15.0,2
2021-07-03,Canada,Ukraine,0.26666666666666666,0.7333333333333333,1.4,1.7,2.2,2.0,0.24489795918367346,0.3111111111111111,0.1,0.1,0.1,0.1,0.5,-62.600000000000136,-2.0,1
2021-07-04,Morocco,Canada,0.8,0.3333333333333333,1.7,1.4,1.6,2.1,0.34146341463414637,0.24,0.3,0.1,0.1,0.1,0.5,180.5,13.0,2
2021-07-05,Spain,Poland,0.8,0.4666666666666667,2.7,0.9,1.1,1.0,0.5714285714285714,0.3783783783783784,0.4,0.3,0.1,0.1,0.5,294.39999999999986,18.0,2
2021-07-06,Wales,Australia,0.2,0.2,2.0,2.0,2.3,1.6,0.25,0.25,0.1,0.3,0.1,0.1,0.5,-2.5,-1.0,0
